jobID,Real,Guess,Calc,pFound,len
64656,9.0,2.96,6.0,0.17,6
47681,185.0,19.68,35.0,0.21,53
39702,8.5,0.0,3.0,0.0,7
64783,30.5,12.24,16.0,0.12,40
49260,14.5,1.334,16.32,0.15,33
50369,38.0,18.4,30.0,0.64,22
49264,18.5,6.6,25.0,0.44,16
12577,17.5,9.7,11.5,0.29,28
64950,7.5,0.0,7.5,0.0,3
64954,8.0,0.34,5.0,0.07,14
46955,39.5,35.84,6.0,0.21,28
58096,39.5,45.46,8.0,0.26,54
27243,6.0,0.0,7.5,0.0,5
65033,3.0,0.0,0.05,0.0,8
65038,10.5,12.98,9.0,0.4,15
49289,28.0,8.76,20.5,0.24,21
65230,11.0,8.6,20.0,0.07,27
46624,499.5,800.52,384.0,0.4,175
65243,2.5,0.0,4.0,0.0,5
65252,62.0,79.48,73.0,0.36,102
65255,5.0,0.0,3.0,0.0,3
65441,6.0,4.68,33.0,0.33,6
65464,7.0,0.78,5.0,0.12,8
61222,297.25,,347.0,0.55,40
65522,9.0,3.76,29.5,0.42,12
64121,31.5,39.76,24.0,0.22,59
65525,7.0,12.96,7.5,0.1,10
65529,1.5,0.0,35.0,0.0,1
49323,2.5,1.12,2.5,0.5,2
65569,9.0,4.5,8.0,0.08,12
60178,61.5,31.88,15.0,0.15,68
65304,5.0,0.0,3.0,0.0,4
65589,2.0,0.96,1.15,0.33,3
65593,5.0,0.0,4.0,0.0,14
65596,10.0,0.0,8.0,0.0,3
65640,3.0,1.62,2.5,0.07,14
65653,6.0,3.08,13.0,0.5,2
65685,86.5,,113.0,0.3,44
65688,197.5,2.96,25.0,0.1,10
65738,0.5,0.0,3.0,0.0,1
64410,15.0,7.38,8.0,0.05,19
65799,26.0,41.304,96.0,0.3,33
65825,11.0,8.64,11.0,0.25,4
65851,1.0,0.52,7.5,0.06,18
65909,9.0,16.68,7.0,0.27,30
65943,6.5,2.22,7.5,0.33,3
66015,17.5,10.5196,2.0,0.79,24
66037,54.5,0.0,50.0,0.0,1
66039,10.0,0.0,10.0,0.0,16
66052,3.0,0.0,3.0,0.0,8
66064,10.0,0.0,9.0,0.0,3
66069,15.5,56.62008,70.0,0.44,55
66120,71.0,79.059976,81.65,0.26,110
66200,8.0,21.56,3.0,0.17,18
66203,48.0,38.64,50.0,0.24,58
66229,7.0,0.31,3.0,0.15,13
65128,49.5,61.98,25.0,0.19,90
66324,3.5,5.42,4.0,0.27,11
66336,26.5,12.9,19.0,0.13,52
64491,15.0,0.52,12.0,0.14,7
66421,5.5,0.9832,4.0,0.07,14
66439,2.0,0.0,3.0,0.0,6
66474,8.0,8.72,4.0,0.38,16
66497,31.5,0.0,14.0,0.0,11
65797,10.0,2.96,8.0,0.33,3
66651,20.0,24.06,13.0,0.54,35
66666,7.0,0.0,26.0,0.0,5
66675,31.5,23.8,25.0,0.38,42
66280,6.0,0.0,3.0,0.0,7
66733,5.0,0.0,7.5,0.0,6
66770,142.5,53.72,92.0,0.2,147
62469,7.5,12.38,50.5,0.55,11
49431,12.5,0.42,8.0,0.14,14
66861,7.0,1.852,4.0,0.22,18
66866,1.0,0.0,2.0,0.0,1
66911,4.0,4.02008,3.4,0.38,21
66946,11.0,5.62,2.5,0.11,9
66951,43.0,9.2,50.0,0.38,42
66977,12.0,2.96,6.0,0.04,25
66988,36.5,7.16,25.84,0.33,33
67042,11.5,4.4,10.5,0.17,6
64188,12.0,14.1779976,9.0,0.27,33
49452,5.5,11.0699984,7.5,0.08,13
67117,110.0,65.499968,91.5,0.38,74
67162,1.0,0.0,4.0,0.0,1
66465,41.5,2.712,32.0,0.13,38
67354,28.0,52.52,15.0,0.42,59
67371,5.0,2.22,24.0,0.12,8
67377,12.0,2.22,15.0,0.25,4
67396,3.0,0.0,1.5,0.0,6
67637,6.5,0.0,4.0,0.0,12
67649,25.5,28.65,30.0,0.46,48
61154,72.5,9.36,2.0,0.09,11
67418,9.0,4.48,4.0,0.13,15
67737,2.0,0.0,2.0,0.0,2
22441,101.5,77.984,61.65,0.45,67
47228,45.0,50.749992,45.0,0.3,57
67967,19.0,11.236,20.0,0.13,38
32594,5.0,0.68,3.0,0.14,7
68003,1.5,0.0,7.5,0.0,1
49543,3.5,1.12,2.5,0.17,6
68118,13.0,67.276,162.0,0.69,26
68119,6.5,62.848,156.0,0.68,22
68121,4.0,0.0,1.0,0.0,9
53783,284.5,287.26048,163.0,0.41,107
68148,2.0,0.0,4.1,0.0,2
39194,207.0,,20.0,0.23,235
68298,5.0,0.96,21.0,0.33,6
49559,46.0,4.1,74.0,0.04,46
48284,13.0,3.56,20.0,0.25,8
68401,37.5,70.18024,30.0,0.25,55
68419,77.0,31.08,92.0,0.23,13
68433,3.0,0.0,1.1,0.0,8
68455,3.5,0.0,1.0,0.0,14
68460,3.5,0.0,2.0,0.0,1
67566,4.5,0.0,3.0,0.0,4
37925,1.5,0.0,52.0,0.0,2
56917,13.5,24.36,7.5,0.14,22
68494,7.0,0.0,5.5,0.0,8
68616,120.5,43.76,127.5,0.05,61
68647,2.0,2.14,4.0,0.14,7
49594,51.0,42.9,40.0,0.28,47
68602,15.5,14.76,7.5,0.19,21
48189,20.5,27.96,17.0,0.52,31
68861,2.0,0.0,5.14,0.0,7
68884,119.0,132.0,300.0,0.16,19
68896,1.0,0.0,0.6,0.0,4
68944,45.0,45.0,225.0,0.45,20
