jobID,Real,Guess,Calc,pFound,len
44823,41.0,109.72,25.0,0.88,41
55451,9.0,9.93,9.0,0.95,19
39068,66.5,45.16,149.3,0.85,20
60470,8.0,2.52,6.0,1.0,6
60478,29.5,55.1,53.0,0.95,74
46276,258.5,31.17,56.0,0.76,91
60569,3.5,6.37,2.0,0.83,6
45745,170.0,135.03,103.0,0.85,142
60616,8.0,25.87,8.0,0.79,14
60622,2.0,6.91,266.62,0.17,6
37417,26.5,28.22,21.0,0.56,9
60661,95.5,162.94,22.0,0.92,75
60663,2.5,0.0,15.0,0.71,7
60706,15.5,15.66,42.0,1.0,17
45349,104.5,57.35,25.0,0.53,88
60726,24.0,41.8,3.0,0.86,74
60793,8.0,0.0,45.0,0.78,9
60804,2.0,2.0,15.0,1.0,6
48645,112.5,49.94,93.0,0.63,30
46650,18.0,18.19,11.5,1.0,27
60786,125.5,37.72,42.0,0.87,132
39357,4.0,4.53,35.0,0.56,9
60936,4.0,0.0,3.0,0.38,8
45292,29.0,7.23,16.0,0.91,23
60989,7.5,29.67,30.0,0.93,14
49468,138.5,108.99,31.0,0.76,135
46286,13.0,8.14,69.5,0.8,5
16492,263.0,0.0,331.5,0.27,26
61072,3.5,0.0,2.0,0.5,2
53277,4.0,8.68,5.0,0.33,3
61093,3.0,5.63,6.0,0.6,5
47656,39.0,31.52,22.0,0.95,60
60252,29.5,58.26,15.0,0.95,37
61139,210.0,0.0,106.0,0.33,94
48987,37.5,42.25,203.8,1.0,21
50003,50.5,0.0,61.5,0.94,50
61177,6.0,6.06,3.0,0.71,7
44596,2.0,3.12,2.5,1.0,8
48371,185.5,131.65,46.0,0.83,70
45394,20.0,24.72,5.0,0.75,51
61281,12.0,0.0,6.0,0.75,28
61306,7.5,2.33,5.0,0.89,18
61325,25.0,64.99,30.0,0.96,68
46843,86.5,227.54,27.0,0.77,120
61402,47.0,10.51,114.0,0.77,83
61427,179.5,179.52,180.0,1.0,47
26268,8.5,3.21,20.5,0.0,1
26184,510.5,49.52,886.0,0.85,74
61487,53.0,28.9,94.0,0.79,43
61505,11.0,19.5,51.0,1.0,43
61509,3.5,0.0,9.5,0.78,9
61551,6.0,6.47,3.5,0.67,9
59690,16.0,25.14,39.0,0.36,14
61577,4.0,6.56,9.0,0.5,8
61622,52.5,0.0,35.0,0.9,29
61639,1.0,3.21,3.5,0.0,1
44927,6.5,12.02,7.5,0.44,9
47005,7.5,22.21,9.0,0.57,7
61723,10.0,1.31,11.04,0.84,19
61740,2.0,0.68,15.0,0.5,2
61765,11.0,11.8,34.0,0.65,20
61779,6.0,5.23,2.5,0.6,5
61840,4.0,0.73,3.0,1.0,3
46959,22.0,21.93,20.0,1.0,28
61867,105.3,107.78,158.5,0.87,23
61927,33.5,0.0,20.0,0.95,40
61961,7.5,73.74,63.0,0.42,24
47407,16.0,16.0,50.0,1.0,11
8236,3.0,6.13,94.5,0.92,13
62056,34.5,34.51,20.92,1.0,37
44768,374.0,244.21,626.5,0.78,267
62155,12.0,3.21,10.0,0.0,2
45983,6.0,5.01,17.0,0.67,6
62164,57.0,45.02,26.0,0.86,51
62200,4.5,1.06,5.0,1.0,10
61454,40.5,0.0,2.0,0.89,53
62283,30.0,29.13,80.0,1.0,46
62336,1.5,4.06,2.5,0.67,3
62349,5.0,5.3,7.5,1.0,8
62351,24.5,3.21,5.0,0.0,1
62486,9.0,9.07,165.0,1.0,36
56196,57.5,18.31,41.0,0.92,86
61613,10.0,0.0,1.5,0.86,7
62034,2.5,2.51,1.0,1.0,1
62573,14.0,83.59,6.0,0.67,12
62580,4.5,15.28,3.0,0.83,18
62655,2.5,1.38,3.0,1.0,2
62727,3.0,2.95,3.0,1.0,7
62765,7.5,3.21,20.0,0.0,2
62795,6.5,0.0,6.0,0.58,12
62810,55.0,0.0,13.5,0.9,30
62710,3.5,7.87,2.0,1.0,4
62813,19.5,16.71,7.5,0.38,32
62854,4.0,3.18,2.0,0.4,5
62873,45.0,185.33,1.0,0.93,68
62887,64.0,8.76,8.5,0.83,24
34571,54.5,117.02,69.0,0.89,36
62897,1.5,7.36,2.0,0.8,5
62976,4.0,3.18,3.0,1.0,2
61856,3.0,6.45,6.0,1.0,8
63033,14.5,5.13,18.0,0.5,4
63074,19.0,0.0,15.0,0.9,20
49129,23.0,65.56,37.5,0.87,62
63165,10.0,7.08,5.0,0.67,6
30958,41.5,62.57,48.0,0.88,98
63208,12.5,12.8,35.0,1.0,15
45432,1.5,3.21,1.5,0.0,1
63309,3.5,3.56,3.0,1.0,4
63337,39.5,28.87,54.0,0.77,35
63339,25.0,0.0,28.0,0.85,34
63392,18.0,0.0,16.0,0.56,9
63432,10.0,0.0,6.5,0.84,31
63440,4.0,2.95,4.0,0.6,5
63616,1.5,2.51,1.5,1.0,1
48272,8.0,3.6,40.0,0.2,5
61959,27.5,36.97,37.0,0.67,33
63751,32.0,88.48,32.69,0.69,55
63752,29.0,0.0,15.3,0.55,38
63757,3.0,1.23,1.5,1.0,1
63842,49.5,0.0,61.5,0.98,43
61312,27.5,26.05,12.0,1.0,14
63873,11.0,8.49,8.0,0.57,7
63880,8.0,3.18,3.0,0.5,4
63886,11.0,16.32,8.0,1.0,20
63942,12.0,3.73,11.0,1.0,1
63944,67.0,45.81,19.0,0.57,21
63946,9.0,0.0,5.0,0.75,8
62532,51.5,0.0,45.0,0.96,113
63948,14.0,0.0,15.0,0.67,30
30336,24.5,71.1,26.0,0.92,66
38741,123.5,12.52,100.0,0.8,20
64053,17.0,39.15,3.0,0.91,22
64073,29.0,48.88,41.0,0.93,68
64106,53.0,0.0,44.0,0.84,55
64201,38.5,12.81,47.0,1.0,6
64205,2.0,1.68,1.0,0.5,2
64209,49.5,47.14,144.15,1.0,29
64234,25.5,77.1,22.5,0.88,33
49208,725.05,0.0,629.83,0.48,31
62829,16.5,16.44,15.0,1.0,10
64311,4.0,0.0,6.5,0.45,11
64328,5.0,7.3,3.0,1.0,6
63771,6.0,0.0,2.0,0.67,3
64369,29.0,98.21,45.0,0.87,86
64439,11.5,11.22,4.0,0.95,21
49224,13.0,13.7,11.0,1.0,3
64510,5.0,11.14,6.0,0.75,4
64548,9.5,30.16,7.0,0.92,26
64589,12.5,0.0,10.0,0.73,15
64641,106.0,3.21,50.0,0.0,1
64656,9.0,1.26,6.0,0.5,6
47681,185.0,0.0,35.0,0.75,53
39702,8.5,2.24,3.0,0.57,7
64783,30.5,70.27,16.0,0.9,40
49260,14.5,21.48,16.32,0.76,33
50369,38.0,0.0,30.0,0.77,22
49264,18.5,26.45,25.0,0.94,16
12577,17.5,67.58,11.5,0.86,28
64950,7.5,4.63,7.5,0.33,3
64954,8.0,13.67,5.0,0.93,14
46955,39.5,41.35,6.0,0.93,28
58096,39.5,74.56,8.0,0.85,54
27243,6.0,6.0,7.5,1.0,5
65033,3.0,0.0,0.05,0.88,8
65038,10.5,1.2,9.0,0.93,15
49289,28.0,30.62,20.5,0.86,21
65230,11.0,35.62,20.0,0.78,27
46624,499.5,1606.33,384.0,0.67,175
65243,2.5,2.47,4.0,1.0,5
65252,62.0,61.83,73.0,1.0,102
65255,5.0,1.9,3.0,0.33,3
65441,6.0,21.62,33.0,0.5,6
65464,7.0,5.53,5.0,0.62,8
61222,297.25,12.34,347.0,0.88,40
65522,9.0,1.18,29.5,1.0,12
64121,31.5,0.0,24.0,0.9,59
65525,7.0,0.01,7.5,1.0,10
65529,1.5,1.94,35.0,1.0,1
49323,2.5,3.54,2.5,0.5,2
65569,9.0,0.0,8.0,0.67,12
60178,61.5,71.24,15.0,0.79,68
65304,5.0,2.09,3.0,1.0,4
65589,2.0,13.11,1.15,0.33,3
65593,5.0,5.37,4.0,0.79,14
65596,10.0,3.21,8.0,0.0,3
65640,3.0,0.0,2.5,0.64,14
65653,6.0,9.0,13.0,1.0,2
65685,86.5,44.01,113.0,0.93,44
65688,197.5,0.0,25.0,0.2,10
65738,0.5,3.21,3.0,0.0,1
64410,15.0,11.61,8.0,1.0,19
65799,26.0,64.62,96.0,0.97,33
65825,11.0,3.21,11.0,0.0,4
65851,1.0,12.91,7.5,0.89,18
65909,9.0,11.32,7.0,0.87,30
65943,6.5,3.79,7.5,0.33,3
66015,17.5,14.65,2.0,0.96,24
66037,54.5,22.66,50.0,1.0,1
66039,10.0,4.12,10.0,0.44,16
66052,3.0,7.95,3.0,0.5,8
66064,10.0,3.21,9.0,0.0,3
66069,15.5,16.16,70.0,1.0,55
66120,71.0,88.62,81.65,0.86,110
66200,8.0,7.89,3.0,0.67,18
66203,48.0,44.83,50.0,0.83,58
66229,7.0,6.97,3.0,1.0,13
65128,49.5,62.02,25.0,0.92,90
66324,3.5,4.34,4.0,1.0,11
66336,26.5,16.43,19.0,0.88,52
64491,15.0,4.02,12.0,1.0,7
66421,5.5,5.46,4.0,1.0,14
66439,2.0,2.0,3.0,0.83,6
66474,8.0,0.0,4.0,0.88,16
66497,31.5,12.32,14.0,0.45,11
65797,10.0,2.75,8.0,0.33,3
66651,20.0,45.15,13.0,0.89,35
66666,7.0,5.92,26.0,0.6,5
66675,31.5,32.49,25.0,1.0,42
66280,6.0,3.17,3.0,0.71,7
66733,5.0,1.27,7.5,0.17,6
66770,142.5,138.79,92.0,0.91,147
62469,7.5,22.57,50.5,1.0,11
49431,12.5,14.1,8.0,0.93,14
66861,7.0,9.33,4.0,0.94,18
66866,1.0,3.65,2.0,1.0,1
66911,4.0,0.0,3.4,0.9,21
66946,11.0,0.0,2.5,0.44,9
66951,43.0,42.98,50.0,1.0,42
66977,12.0,1.37,6.0,0.92,25
66988,36.5,7.02,25.84,0.82,33
67042,11.5,0.0,10.5,0.83,6
64188,12.0,4.7,9.0,0.76,33
49452,5.5,10.89,7.5,0.77,13
67117,110.0,63.57,91.5,0.96,74
67162,1.0,3.21,4.0,0.0,1
66465,41.5,16.25,32.0,0.82,38
67354,28.0,23.91,15.0,1.0,59
67371,5.0,4.87,24.0,1.0,8
67377,12.0,2.78,15.0,0.5,4
67396,3.0,6.82,1.5,0.67,6
67637,6.5,0.0,4.0,0.67,12
67649,25.5,42.63,30.0,0.92,48
61154,72.5,72.5,2.0,1.0,11
67418,9.0,0.0,4.0,0.8,15
67737,2.0,0.69,2.0,1.0,2
22441,101.5,389.24,61.65,0.94,67
47228,45.0,50.42,45.0,0.82,57
67967,19.0,0.0,20.0,0.87,38
32594,5.0,4.83,3.0,1.0,7
68003,1.5,3.21,7.5,0.0,1
49543,3.5,0.0,2.5,0.83,6
68118,13.0,0.0,162.0,0.88,26
68119,6.5,0.0,156.0,0.86,22
68121,4.0,18.88,1.0,0.44,9
53783,284.5,82.79,163.0,0.83,107
68148,2.0,1.93,4.1,1.0,2
39194,207.0,519.39,20.0,0.88,235
68298,5.0,4.9,21.0,0.33,6
49559,46.0,2179.86,74.0,0.52,46
48284,13.0,0.0,20.0,0.62,8
68401,37.5,42.23,30.0,0.96,55
68419,77.0,354.39,92.0,0.38,13
68433,3.0,2.95,1.1,0.38,8
68455,3.5,0.0,1.0,0.29,14
68460,3.5,3.21,2.0,0.0,1
67566,4.5,3.21,3.0,0.0,4
37925,1.5,1.44,52.0,1.0,2
56917,13.5,11.03,7.5,0.86,22
68494,7.0,0.0,5.5,0.5,8
68616,120.5,198.52,127.5,0.7,61
68647,2.0,0.0,4.0,0.71,7
49594,51.0,22.49,40.0,0.98,47
68602,15.5,15.5,7.5,1.0,21
48189,20.5,7.3,17.0,0.94,31
68861,2.0,14.85,5.14,0.29,7
68884,119.0,308.88,300.0,0.79,19
68896,1.0,3.21,0.6,0.0,4
68944,45.0,0.0,225.0,0.55,20
65973,8.5,6.62,5.0,0.83,12
43358,2.5,0.18,15.0,1.0,17
62346,7.5,7.95,1.0,1.0,8
67962,15.5,134.08,7.5,0.5,2
68189,8.0,16.62,5.0,0.93,28
68072,5.5,5.32,2.5,1.0,18
69039,2.0,3.21,12.0,0.0,2
47405,162.5,221.86,30.0,0.87,121
69104,1.0,1.89,1.0,0.25,4
38498,16.5,3.21,66.0,0.0,2
46396,2.0,2.27,3.0,0.75,8
69278,8.0,1.99,3.0,0.5,8
69311,1.0,0.0,1.0,0.45,11
47143,18.5,6.57,14.0,0.92,25
69417,13.5,3.48,10.0,1.0,3
69463,1.0,9.64,6.0,0.64,14
69466,69.0,0.0,146.0,0.91,45
43353,30.0,1.85,27.0,0.84,45
27393,44.0,55.48,40.0,0.88,78
69655,36.5,8.87,35.0,0.82,28
49667,15.5,4.17,15.0,0.57,21
69698,28.5,19.66,30.0,0.88,24
69746,42.5,8.27,24.0,1.0,1
69753,15.0,14.99,12.0,1.0,4
49677,23.0,21.08,55.0,1.0,30
69856,10.0,13.34,5.0,0.91,23
69887,62.5,55.49,60.0,1.0,8
69968,20.0,10.05,35.5,1.0,7
49701,20.0,0.0,53.0,0.77,26
70103,12.5,0.0,7.5,0.73,22
70198,17.5,17.49,15.0,1.0,12
70212,13.0,7.44,6.0,1.0,11
41469,1265.5,0.0,1123.5,0.58,181
48204,1.0,2.11,1.0,0.57,7
70319,7.0,7.32,2.5,1.0,7
70377,37.5,35.77,34.22,0.92,24
70407,2.0,1.21,3.0,0.75,4
70421,5.0,3.21,5.0,0.0,3
70434,3.0,2.98,2.05,0.5,2
70436,4.5,14.83,8.25,0.8,5
70499,79.5,164.96,50.0,0.7,61
70527,12.0,0.0,7.54,0.43,7
48971,2.0,4.19,7.5,0.67,3
47651,5.0,1.28,4.0,0.7,20
70543,20.0,0.0,3.25,0.2,5
70574,1.5,0.0,2.0,1.0,1
49746,23.5,0.0,23.0,0.57,7
70621,62.0,0.0,40.0,0.79,71
70646,25.5,0.0,56.0,0.75,44
70690,10.0,8.15,285.0,1.0,14
70666,19.0,15.59,0.75,0.64,11
70737,24.5,0.0,2.0,0.61,18
70742,22.0,55.89,17.74,0.96,55
69339,13.0,3.93,1.0,0.22,9
70784,15.0,3.21,34.0,0.0,1
49763,20.5,0.0,15.0,0.81,32
70795,329.5,25.73,240.0,0.78,117
70842,11.0,19.26,10.0,0.75,16
70883,2.5,0.0,2.5,0.67,6
17678,1.0,3.21,4.0,0.0,2
54942,20.0,0.0,14.0,0.8,44
70937,123.0,65.62,50.0,0.72,57
70980,3.0,0.0,0.75,0.56,9
70989,68.5,180.69,25.0,0.78,81
71050,5.5,2.93,1.0,0.17,6
71084,54.0,105.63,15.0,0.93,41
71098,3.0,12.52,2.5,0.45,11
71168,5.5,3.93,1.5,0.57,7
71172,19.0,12.4,39.5,0.86,7
71224,1.0,1.01,1.0,1.0,3
71243,7.0,3.21,2.0,0.0,1
68678,11.0,11.04,7.5,1.0,21
71280,1.0,3.21,3.0,0.0,4
71314,4.0,0.0,0.25,0.2,5
71378,3.0,14.41,3.0,0.5,4
71379,5.5,3.21,3.85,0.0,3
71409,14.0,3.21,3.9,0.0,1
71435,18.0,12.52,10.0,0.95,44
71438,12.0,12.0,15.0,1.0,10
71439,12.0,0.0,8.0,0.84,32
71501,368.0,195.38,390.0,0.74,220
71519,7.5,3.21,5.65,0.0,3
71557,2.0,6.96,2.75,0.1,30
46855,3.0,3.21,3.0,0.0,4
71584,4.0,14.85,1.0,1.0,2
71628,4.5,0.0,3.0,0.78,9
71644,31.0,44.55,22.58,0.73,51
71699,14.0,9.25,10.0,0.43,7
71708,19.0,0.0,15.0,0.88,25
71712,8.0,0.0,5.5,0.9,21
71742,2.0,3.21,5.0,0.0,1
71746,6.5,0.0,6.0,0.33,6
71796,9.0,19.98,9.0,1.0,13
71830,3.5,2.9,3.0,1.0,4
71870,14.0,0.0,30.0,0.84,19
71873,7.0,0.0,15.0,0.67,6
71874,21.5,43.17,70.0,0.77,30
71917,3.0,0.0,5.74,0.43,7
71925,28.5,8.36,52.5,0.7,10
71933,1.0,13.7,1.0,0.5,10
72040,4.0,0.0,1.0,0.5,8
72052,20.5,1.98,4.99,0.12,8
72082,4.0,4.0,4.0,1.0,2
72088,4.0,3.95,7.5,1.0,2
72109,7.5,2.05,1.25,1.0,1
72112,44.5,10.09,40.0,0.91,75
72139,6.0,8.09,4.0,1.0,14
71920,1.0,3.21,31.0,0.0,1
72189,0.5,2.74,60.0,1.0,2
72198,3.0,0.0,30.74,1.0,4
72232,7.5,3.21,12.4,0.0,3
71558,3.0,7.2,5.0,0.6,5
72015,4.5,3.21,62.0,0.0,1
72237,2.0,31.02,2.0,0.75,4
72244,5.0,83.86,1.0,0.93,28
72265,27.0,30.31,35.0,0.77,35
72269,1.0,1.83,1.0,0.5,8
72291,15.0,0.94,1.0,0.57,7
72293,3.0,3.21,4.0,0.0,3
72297,2.5,4.2,3.0,0.4,5
72395,13.5,34.02,20.0,0.17,6
72406,2.0,4.2,1.5,0.67,3
72414,1.0,3.21,1.0,0.0,1
72528,39.5,129.64,40.15,0.89,63
72535,33.0,31.94,31.0,1.0,60
72557,7.5,4.39,1.0,0.17,6
72580,5.0,0.0,1.0,0.43,7
72605,10.0,0.0,1.0,0.88,17
72620,2.0,0.0,2.6,0.29,7
72624,44.0,40.9,40.0,0.14,14
49909,77.0,2220.06,153.0,0.91,118
72660,798.5,0.0,385.0,0.88,191
72700,1.0,3.21,4.41,0.0,1
72713,43.5,43.01,23.0,1.0,5
72726,4.5,3.21,1.0,0.0,3
72763,3.5,47.08,3.05,0.43,7
72780,20.0,0.0,12.0,0.43,7
63529,5.0,3.21,41.0,0.0,1
72853,40.5,16.38,40.0,0.68,73
72857,17.0,0.0,15.0,0.62,8
72863,8.5,3.21,5.03,0.0,1
72874,6.5,29.29,5.3,0.8,20
72879,5.0,3.21,2.8,0.0,3
72886,53.0,19.08,37.5,0.89,44
72961,5.5,3.4,9.3,0.25,4
72965,40.0,91.14,45.0,0.5,34
72974,7.0,2.98,0.55,0.14,7
72752,12.0,15.53,10.0,1.0,10
72997,25.0,3.92,16.0,0.25,12
73033,1.0,2.06,1.0,0.75,4
73035,5.0,10.3,4.0,0.71,7
71966,2.0,4.24,1.5,0.5,4
73052,4.0,3.18,1.3,0.4,5
73055,74.0,64.27,82.65,0.98,44
73084,19.5,17.13,42.0,0.73,66
73096,2.0,0.0,0.5,0.5,6
73102,7.5,9.5,3.1,0.4,5
73178,28.0,16.32,77.0,0.14,7
73243,29.0,10.53,17.0,0.72,25
73284,15.0,3.21,15.0,0.0,2
73285,38.0,71.04,156.45,0.53,45
73298,8.0,2.05,25.0,0.25,4
45820,65.5,136.58,38.5,0.95,115
49960,11.0,11.0,11.5,1.0,21
67751,28.0,57.23,45.0,0.88,49
73424,2.0,0.0,0.5,0.43,7
73437,3.0,4.34,0.5,1.0,1
73467,7.5,3.85,36.22,0.67,3
73105,2.0,0.0,3.0,0.88,8
73522,1.0,1.01,1.25,1.0,3
73530,4.0,4.0,180.0,1.0,36
73531,7.5,31.6,48.22,0.43,7
69358,40.0,84.99,1.0,0.96,25
73606,21.0,31.51,63.0,0.62,16
73616,8.5,6.01,47.0,0.86,7
73725,7.5,3.21,12.0,0.0,3
73735,7.5,50.33,36.22,0.4,5
73745,15.0,50.16,36.22,0.5,4
73758,5.0,3.21,17.55,0.0,5
73789,37.0,0.0,57.5,0.89,18
73794,1.0,3.21,73.19,0.67,3
73830,8.5,8.34,8.5,1.0,22
73836,7.5,9.18,36.22,1.0,5
72089,115.5,0.0,22.5,0.84,170
73868,9.0,3.21,2.05,0.0,5
73885,2.5,3.21,4.0,0.0,5
73909,9.0,6.19,15.0,0.8,20
73928,7.5,50.09,36.22,0.5,4
73989,8.5,0.0,0.5,0.38,8
74004,7.0,3.21,48.22,0.0,4
74005,8.5,0.0,0.5,0.5,4
73875,17.5,3.21,23.0,0.0,1
72759,5.5,5.75,32.0,0.69,13
