jobID,Real,Guess,Calc,pFound,len
21260,1,1.95,73.5,0.0,1
22040,1,1.95,4.5,0.0,1
22499,1,1.95,2.0,0.0,1
26253,1,1.95,33.5,0.0,1
28164,1,1.95,2.5,0.0,2
30866,1,1.95,5.0,0.0,1
31666,1,1.95,2.0,0.0,1
32470,1,1.95,42.0,0.0,1
33006,1,1.95,4.0,0.0,1
35117,1,1.95,40.0,0.0,1
38608,1,1.95,72.0,0.0,145
41253,1,1.95,6.0,0.0,1
45432,1,1.95,1.5,0.0,1
48416,1,1.95,1.5,0.0,14
29067,40,1.95,37.5,0.0,1
4469,41,1.95,25.0,0.0,1
8717,51,1.95,30.0,0.0,1
40025,51,1.95,20.0,0.0,1
14049,69,1.95,30.0,0.0,1
30510,75,1.95,47.0,0.0,3
41476,94,1.95,15.0,0.0,142
12640,137,1.95,197.6,0.0,1
39729,1,2.08,6.5,0.1099999999999999,9
32829,2,2.17,3.0,0.14,7
23200,8,2.08,5.0,0.14,7
33970,1,2.08,3.0,0.14,7
46022,3,2.17,5.5,0.17,26
25527,5,2.08,14.0,0.17,6
27059,10,2.08,9.0,0.17,6
48272,8,2.12,40.0,0.1999999999999999,5
27378,20,2.26,5.0,0.1999999999999999,5
1288,50,2.24,25.0,0.1999999999999999,5
31547,2,2.22,4.0,0.25,8
29555,3,2.15,36.0,0.25,4
26543,8,2.01,5.0,0.25,4
10548,41,2.17,90.0,0.25,4
22422,60,2.21,29.5,0.25,8
38505,4,2.41,4.0,0.29,7
29645,4,2.22,21.0,0.29,7
26016,13,2.2,12.0,0.29,7
1219,2,2.1,30.0,0.33,3
9887,2,2.45,2.0,0.33,3
38661,3,2.28,4.0,0.33,12
33580,4,2.25,21.0,0.33,6
20773,7,2.33,15.0,0.33,9
26544,7,2.2,7.5,0.33,3
35590,8,2.24,2.0,0.33,3
23482,10,2.24,40.0,0.33,3
27837,13,2.17,9.0,0.33,3
39947,18,2.08,22.0,0.33,3
35854,1,2.08,4.0,0.33,3
36330,1,2.08,1.5,0.33,3
47284,1,2.08,7.5,0.33,3
7363,1,2.13,1.5,0.33,3
21741,1,2.26,6.0,0.33,3
18192,6,2.92,5.0,0.35,20
32764,3,2.19,3.0,0.4,5
24846,4,1.74,3.0,0.4,10
33595,8,2.38,14.5,0.4,5
20531,11,3.15,15.5,0.4,5
46267,7,1.66,32.0,0.4,5
25240,1,2.27,43.5,0.4,5
41338,1,2.7,1.0,0.4,5
23859,6,2.76,11.0,0.4199999999999999,12
31676,3,2.42,85.0,0.4299999999999999,7
27606,5,2.37,17.0,0.4299999999999999,7
19767,130,201.0,180.27,0.4299999999999999,23
48204,1,2.4,1.0,0.4299999999999999,7
17014,6,7.67,3.0,0.4399999999999999,16
3444,12,3.0,16.0,0.4399999999999999,9
3733,2,2.08,64.0,0.5,2
14767,2,2.08,3.0,0.5,2
2759,2,2.09,50.0,0.5,2
30465,2,2.54,2.5,0.5,4
